date,symbol,open,high,low,close,volume,returns,log_returns,created_at
2024-01-02,GOOGL,137.60095843072804,138.49478751777463,135.54513031454442,137.2235565185547,23711200,,,2025-11-08T14:00:55.087371
2024-01-03,GOOGL,136.3098554072648,138.67355756715372,136.14102170359678,137.96841430664062,24212100,0.005428060655061184,0.005413381828240394,2025-11-08T14:00:55.087371
2024-01-04,GOOGL,137.47184312113336,138.20677969396053,135.41603017325698,135.45574951171875,27137700,-0.01821188427473963,-0.01837976200950626,2025-11-08T14:00:55.087371
2024-01-05,GOOGL,135.81327982358127,136.22047501254474,134.22423355918488,134.80026245117188,22513900,-0.004839123203774887,-0.004850869670854285,2025-11-08T14:00:55.087371
2024-01-08,GOOGL,135.35642590429612,138.05779549726947,135.32663261243945,137.8889617919922,21404000,0.022913155246556904,0.02265459113383526,2025-11-08T14:00:55.087371
2024-01-09,GOOGL,137.5512824690421,140.5208065858233,137.20367388846037,139.9844970703125,24759600,0.01519726634450591,0.015082944688357452,2025-11-08T14:00:55.087371
2024-01-10,GOOGL,140.03417366063587,142.02047399624772,139.94479378255787,141.30540466308594,21320200,0.009436099142535515,0.009391857255156932,2025-11-08T14:00:55.087371
2024-01-11,GOOGL,142.50712641269087,144.2252720005351,139.67664230562886,141.10678100585938,24008700,-0.0014056338304974103,-0.0014066226604606514,2025-11-08T14:00:55.087371
2024-01-12,GOOGL,141.69274932897204,142.21911776763037,140.8485806793647,141.67288208007812,18785500,0.004011863003204885,0.004003836939976054,2025-11-08T14:00:55.087371
2024-01-16,GOOGL,141.02734320494525,143.36125248166508,140.48110750674797,141.5139923095703,22670500,-0.0011215256453808164,-0.0011221550258890337,2025-11-08T14:00:55.087371
2024-01-17,GOOGL,140.38177288213018,140.86840673304152,137.94854301050196,140.50094604492188,20968600,-0.007158629674105521,-0.007184375607492627,2025-11-08T14:00:55.087371
2024-01-18,GOOGL,141.076979705048,143.22218763363355,141.017393121632,142.49717712402344,25746400,0.01420795471699754,0.014107967689570356,2025-11-08T14:00:55.087371
2024-01-19,GOOGL,143.74855374619364,145.44683196408025,143.39101909701728,145.3773193359375,34271900,0.020211924685408444,0.020010375014548068,2025-11-08T14:00:55.087371
2024-01-22,GOOGL,146.09238746431797,147.37354444028344,144.84100862508816,144.989990234375,32200400,-0.002664302130014229,-0.0026678576997464106,2025-11-08T14:00:55.087371
2024-01-23,GOOGL,144.89070480776272,146.1718620989206,144.50337677515483,146.03282165527344,21636100,0.007192437348348735,0.007166695130006086,2025-11-08T14:00:55.087371
2024-01-24,GOOGL,147.5225193379935,148.8235587881105,147.08554599350785,147.68142700195312,25233500,0.01128927954683645,0.01122603120415843,2025-11-08T14:00:55.087371
2024-01-25,GOOGL,149.04203864825777,152.0016216209964,148.5156551679274,150.82969665527344,29149100,0.021317979635168793,0.021093930102952154,2025-11-08T14:00:55.087371
2024-01-26,GOOGL,150.06499195893298,151.49511542850038,149.9755969292419,151.14752197265625,26115500,0.002107179981335028,0.0021049629914496925,2025-11-08T14:00:55.087371
2024-01-29,GOOGL,151.01840096976417,152.72662034492586,150.3927115607608,152.45846557617188,27784300,0.00867327222045211,0.0086358754741513,2025-11-08T14:00:55.087371
2024-01-30,GOOGL,151.7533487161558,152.56772397377597,150.15437633934806,150.4225311279297,36331800,-0.013354026885604386,-0.013443993746950524,2025-11-08T14:00:55.087371
2024-10-01,GOOGL,166.9537289039037,168.41727581616183,163.85738331840562,166.25680541992188,28338100,,,2025-11-08T14:25:57.059603
2024-10-02,GOOGL,165.6893137329917,166.78449014447432,164.00673142434744,165.13177490234375,17760200,-0.006766823858648019,-0.006789822622321753,2025-11-08T14:25:57.059603
2024-10-03,GOOGL,163.68814431760305,165.90834901528822,163.2002902448892,165.13177490234375,15073100,0.0,0.0,2025-11-08T14:25:57.059603
2024-10-04,GOOGL,167.3221169901183,167.491368768802,164.75344285896497,166.32650756835938,19047400,0.007235025885976132,0.00720897864570574,2025-11-08T14:25:57.059603
2024-10-07,GOOGL,166.9835979885841,167.74025561009242,162.0354184047515,162.264404296875,22463100,-0.024422464770474828,-0.02472563952549142,2025-11-08T14:25:57.059603
2024-10-08,GOOGL,163.22019363060423,164.0067183055417,162.15488437084886,163.65826416015625,23072700,0.00859005318708772,0.008553368612143302,2025-11-08T14:25:57.059603
2024-10-09,GOOGL,162.73233765666967,164.11623398118573,159.03863564722693,161.14932250976562,31181800,-0.015330369433317337,-0.015449094509271746,2025-11-08T14:25:57.059603
2024-10-10,GOOGL,160.16366845010265,162.35402113493024,159.695730848507,161.3683624267578,14144100,0.0013592357298239932,0.0013583128051595044,2025-11-08T14:25:57.059603
2024-10-11,GOOGL,161.41815786372578,163.1803755743368,160.53206610001598,162.52328491210938,15344300,0.00715705648854037,0.007131566310582987,2025-11-08T14:25:57.059603
2024-10-14,GOOGL,162.9215061976869,165.50013065374594,162.6825544952434,164.2357177734375,19016100,0.010536538578174826,0.010481416117444811,2025-11-08T14:25:57.059603
2024-10-15,GOOGL,165.06207349535208,166.94377462807307,163.90717815283185,164.73353576660156,20247200,0.0030311189302365538,0.0030265343511851847,2025-11-08T14:25:57.059603
2024-10-16,GOOGL,163.80760621471472,165.07203435121127,163.02108150744417,164.43484497070312,16406000,-0.001813175407839429,-0.0018148212000767864,2025-11-08T14:25:57.059603
2024-10-17,GOOGL,165.00232392781157,165.6395132678631,162.04536311131514,162.21461486816406,21453400,-0.013502187464795812,-0.0135941709216171,2025-11-08T14:25:57.059603
2024-10-18,GOOGL,162.47348298833563,163.98681336770463,162.36396535841172,162.7024688720703,19757700,0.0030074602359517755,0.0030029468743224927,2025-11-08T14:25:57.059603
2024-10-21,GOOGL,162.234547045473,163.77774463817317,161.90599412379152,163.34963989257812,20946500,0.0039776349123299415,0.003969745037688924,2025-11-08T14:25:57.059603
2024-10-22,GOOGL,162.26441234616763,165.0421710211609,162.26441234616763,164.41493225097656,16568100,0.006521547026972385,0.0065003737443436365,2025-11-08T14:25:57.059603
2024-10-23,GOOGL,164.0365946612512,165.09195335667494,161.21901831548328,162.06529235839844,18280500,-0.014290915432130236,-0.01439401399137003,2025-11-08T14:25:57.059603
2024-10-24,GOOGL,162.11507183508752,162.61287650871054,160.3030555310391,162.00555419921875,22412500,-0.0003686055065237337,-0.0003686734582322158,2025-11-08T14:25:57.059603
2024-10-25,GOOGL,162.9513914150895,164.86295967221815,162.70248906090407,164.54437255859375,19828900,0.015671180978480637,0.015549656004101946,2025-11-08T14:25:57.059603
2024-10-28,GOOGL,168.00907708946656,168.00907708946656,163.23014919167423,165.9879913330078,32138600,0.008773431457827607,0.008735168543232306,2025-11-08T14:25:57.059603
2024-10-29,GOOGL,166.99353207872855,169.63190565621875,166.3563427784961,168.93496704101562,42169000,0.017754150070383945,0.017598386083999665,2025-11-08T14:25:57.059603
2024-10-30,GOOGL,179.88667593834245,181.22080390832798,173.29574742034202,173.69400024414062,68890800,0.02817080019892826,0.027781301285346352,2025-11-08T14:25:57.059603
2024-11-01,GOOGL,169.32328866587017,171.56340969304173,168.13851111414587,170.5379180908203,31796500,,,2025-11-08T14:36:32.815387
