date,symbol,open,high,low,close,volume,returns,log_returns,created_at
2024-01-02,MSFT,369.0571084332548,371.0709095466851,362.0581953380122,366.10552978515625,25258600,,,2025-11-08T14:00:55.090718
2024-01-03,MSFT,364.26941925350155,368.46482043736285,363.7758426436355,365.8389892578125,23083500,-0.0007280428883447154,-0.0007283080402708104,2025-11-08T14:00:55.090718
2024-01-04,MSFT,365.9081044717195,368.30687961312606,362.4530681341208,363.2131652832031,20901500,-0.007177539988114545,-0.00720342245089147,2025-11-08T14:00:55.090718
2024-01-05,MSFT,364.2299324066576,367.28023230519466,361.79166269723777,363.0256042480469,21004600,-0.0005163938234727938,-0.0005165272006820088,2025-11-08T14:00:55.090718
2024-01-08,MSFT,364.5557242835835,370.3799532157685,364.2694714991835,369.8764953613281,23134000,0.018871647159631744,0.018695786699190465,2025-11-08T14:00:55.090718
2024-01-09,MSFT,367.23093330789527,371.15978442404423,366.4214603176876,370.9623718261719,20830000,0.002935781209300714,0.0029314802194335674,2025-11-08T14:00:55.090718
2024-01-10,MSFT,371.5348859821227,379.23469986544035,371.48554036689814,377.8526611328125,25514200,0.018574092225907224,0.018403700456020394,2025-11-08T14:00:55.090718
2024-01-11,MSFT,381.0411463241009,385.6610162048473,375.49334999822275,379.6887512207031,27850800,0.004859275259266438,0.0048475070890317195,2025-11-08T14:00:55.090718
2024-01-12,MSFT,380.53773385254453,383.68675543751164,379.7085286566561,383.4794616699219,21661200,0.00998373124574159,0.009934223045954479,2025-11-08T14:00:55.090718
2024-01-16,MSFT,388.6027505865881,388.967992467666,382.6403365432814,385.25628662109375,27202300,0.004633429241384768,0.004622727951165966,2025-11-08T14:00:55.090718
2024-01-17,MSFT,382.99576492837696,385.09837624388496,379.86647557529443,384.46661376953125,22234100,-0.0020497338498700612,-0.0020518374293079034,2025-11-08T14:00:55.090718
2024-01-18,MSFT,386.68768506128634,388.92851216757646,385.10823378403643,388.81005859375,23392100,0.0112973263962588,0.011233988192896265,2025-11-08T14:00:55.090718
2024-01-19,MSFT,390.67584188543066,393.5484619140625,388.44486554606345,393.5484619140625,29331100,0.012186936051629793,0.012113273225349174,2025-11-08T14:00:55.090718
2024-01-22,MSFT,394.8810558423085,395.4733538528461,388.5336672952226,391.4161682128906,27016900,-0.005418122309006734,-0.005432853568288872,2025-11-08T14:00:55.090718
2024-01-23,MSFT,390.665955016982,394.24932665124675,388.8693286128031,393.7754821777344,20525900,0.006027635433701661,0.006009541910278578,2025-11-08T14:00:55.090718
2024-01-24,MSFT,396.38154221940175,400.4189955779341,395.30554874370245,397.388427734375,24867000,0.009175140962712103,0.009133305062349818,2025-11-08T14:00:55.090718
2024-01-25,MSFT,399.12583992803854,401.7812847845524,397.3588270396622,399.66876220703125,21021200,0.005738301151991587,0.005721899815894543,2025-11-08T14:00:55.090718
2024-01-26,MSFT,399.1751640590117,400.95205802517637,397.260084299944,398.7408142089844,17803300,-0.0023217926588072757,-0.002324492198706608,2025-11-08T14:00:55.090718
